carId,make,model,seriesYear,price,engineSize,tankCapacity,bodyType,seatingCapacity,transmission
17728,FORD,TAURUS,1997,42950,3.0L,68L,4D SEDAN,5,4A
16670,FORD,FAIRMONT,1997,42037,4.0L,72L,4D WAGON,5,4A
16710,FORD,FALCON,1997,30311,4.0L,68L,4D SEDAN,5,4A
16741,FORD,FALCON,1997,33341,4.0L,68L,4D SEDAN,5,4A
16686,FORD,FAIRMONT,1997,48029,4.0L,68L,4D SEDAN,5,4A
16711,FORD,FALCON,1997,33993,4.9L,72L,4D WAGON,5,4A
16772,FORD,FALCON,1997,38826,4.0L,68L,4D SEDAN,5,5M
17698,TOYOTA,STARLET,1997,15490,1.3L,45L,3D HATCHBACK,5,3A
15561,DAIHATSU,CHARADE,1997,15990,1.3L,50L,3D HATCHBACK,5,4A
15217,CHRYSLER,VOYAGER,1997,44800,3.3L,76L,4D WAGON,7,4A
17328,FORD,MONDEO,1997,26690,2.0L,62L,4D SEDAN,5,4A
17851,HOLDEN,VECTRA,1997,32790,2.0L,60L,4D SEDAN,5,4A
17835,HOLDEN,VECTRA,1997,25500,2.0L,60L,4D SEDAN,5,5M
17862,MITSUBISHI,VERADA,1997,41670,3.5L,71L,4D SEDAN,5,4A
17861,MITSUBISHI,VERADA,1997,49010,3.5L,68L,4D SEDAN,5,4A
17125,FORD,LASER,1997,22890,1.8L,55L,4D SEDAN,5,5M
17110,FORD,LASER,1997,22890,1.8L,55L,5D HATCHBACK,5,5M
17149,FORD,LASER,1997,22894,1.6L,55L,5D HATCHBACK,5,4A
17153,FORD,LASER,1997,21894,1.6L,55L,5D HATCHBACK,5,4A
16877,TOYOTA,HIACE,1997,42130,2.8L,70L,BUS,14,5M
16911,TOYOTA,HILUX,1997,38200,2.8L,65L,DUAL CAB P/UP,5,5M4x4
16094,TOYOTA,CAMRY,1997,28900,3.0L,70L,4D SEDAN,5,4A
17565,NISSAN,PULSAR,1997,19990,1.6L,50L,5D HATCHBACK,5,5M
15151,PEUGEOT,306,1997,41875,2.0L,60L,3D HATCHBACK,5,6M
16634,FORD,FAIRLANE,1997,52267,4.9L,68L,4D SEDAN,5,4A
17417,MITSUBISHI,PAJERO,1997,49770,3.5L,92L,4D WAGON,7,4A4x4
16899,TOYOTA,HILUX,1997,26000,2.4L,56L,DUAL CAB P/UP,5,5M
15755,HOLDEN,BARINA,1997,19990,1.4L,46L,2D CABRIOLET,5,5M
15776,HOLDEN,BARINA,1997,18580,1.4L,46L,5D HATCHBACK,5,4A
16044,TOYOTA,CAMRY,1997,29900,2.2L,70L,4D WAGON,5,4A
16043,TOYOTA,CAMRY,1997,30500,2.2L,70L,4D SEDAN,5,4A
16024,TOYOTA,CAMRY,1997,26400,2.2L,70L,4D SEDAN,5,4A
17725,TOYOTA,TARAGO,1997,46160,2.4L,75L,3D WAGON,8,4A
17234,MITSUBISHI,MAGNA,1997,32680,3.0L,71L,4D SEDAN,5,4A
17207,MITSUBISHI,MAGNA,1997,36070,3.0L,71L,4D SEDAN,5,4A
17169,MITSUBISHI,MAGNA,1997,39190,3.0L,71L,4D SEDAN,5,4A
17194,MITSUBISHI,MAGNA,1997,29650,3.0L,71L,4D SEDAN,5,4A
17191,MITSUBISHI,MAGNA,1997,33190,3.0L,71L,4D SEDAN,5,4A
17167,MITSUBISHI,MAGNA,1997,27250,2.4L,71L,4D SEDAN,5,5M
17604,HOLDEN,RODEO,1997,33498,2.6L,63L,CREW CAB P/UP,5,5M4x4
15600,HOLDEN,ASTRA,1997,19990,1.6L,52L,5D HATCHBACK,5,5M
15589,HOLDEN,ASTRA,1997,22490,1.8L,52L,5D HATCHBACK,5,5M
17381,MITSUBISHI,NIMBUS,1997,33700,2.4L,60L,4D WAGON,7,4A
17875,TOYOTA,VIENTA,1997,31700,3.0L,70L,4D WAGON,5,4A
15653,HSV,CLUBSPORT,1997,53908,5.0L,80L,4D SEDAN,5,4A
15796,HOLDEN,BERLINA,1997,42060,5.0L,73L,4D SEDAN,5,4A
15998,HOLDEN,CALAIS,1997,50220,3.8L,80L,4D SEDAN,5,4A
16336,HOLDEN,COMMODORE,1997,29910,3.8L,63L,4D SEDAN,5,4A
16299,HOLDEN,COMMODORE,1997,31710,3.8L,68L,4D WAGON,5,4A
15984,HOLDEN,CALAIS,1997,48760,3.8L,75L,4D SEDAN,5,4A
15639,HSV,GTS,1997,70950,5.7L,75L,4D SEDAN,5,6M
16356,HOLDEN,COMMODORE,1997,33980,3.8L,75L,4D SEDAN,5,4A
16296,HOLDEN,COMMODORE,1997,32340,3.8L,75L,4D WAGON,5,4A
17016,TOYOTA,LANDCRUISER,1997,53990,3.4L,159L,4D WAGON,8,4A4x4
17086,TOYOTA,LANDCRUISER,1997,39990,3.4L,159L,4D WAGON,8,5M4x4
16781,FORD,FESTIVA,1997,16290,1.3L,38L,5D HATCHBACK,5,5M
16799,FORD,FESTIVA,1997,16790,1.5L,38L,5D HATCHBACK,5,5M
16779,FORD,FESTIVA,1997,14890,1.3L,38L,3D HATCHBACK,5,3A
16785,FORD,FESTIVA,1997,13990,1.5L,38L,3D HATCHBACK,5,5M
16193,JEEP,CHEROKEE,1997,39990,4.0L,76L,4D WAGON,5,4A4x4
16198,JEEP,GRAND CHEROKEE,1997,61990,4.0L,87L,4D WAGON,5,4A4x4
14847,BMW,3,1998,56600,1.9L,65L,4D SEDAN,5,4A
17641,JAGUAR,XJ8,1998,126500,3.2L,81L,4D SALOON,5,5A
17644,JAGUAR,XJR,1998,178000,4.0L,81L,4D SEDAN,5,5A
17577,TOYOTA,RAV4,1998,33860,2.0L,58L,5D WAGON,5,4A4x4
15715,SUZUKI,GRAND VITARA,1998,31950,2.5L,66L,4D WAGON,5,4A
16244,DAEWOO,MUSSO,1998,44000,2.9L,80L,4D WAGON,5,4A4x4
17053,TOYOTA,LANDCRUISER,1998,50480,4.2L,145L,4D WAGON,8,5M4x4
16835,HOLDEN,FRONTERA,1998,31990,2.0L,80L,2D WAGON,4,5M4x4
15436,HONDA,CRV (4x4),1998,35950,2.0L,58L,4D WAGON,5,4A4x4
15244,MAZDA,323,1998,28480,1.8L,55L,5D HATCHBACK,5,4A
15249,MAZDA,323,1998,26990,1.8L,55L,5D HATCHBACK,5,5M
16251,DAEWOO,NUBIRA,1998,22000,2.0L,62L,4D SEDAN,5,5M
15746,SUZUKI,SWIFT,1998,13990,1.3L,40L,5D HATCHBACK,5,5M
15303,MAZDA,626,1998,30180,2.0L,64L,4D SEDAN,5,5M
15516,DAIHATSU,CHARADE,1998,18490,1.5L,50L,5D HATCHBACK,5,4A
15347,SAAB,9000,1998,54900,2.3L,66L,4D HATCHBACK,5,4A
15465,HONDA,CIVIC,1998,19950,1.6L,45L,3D HATCHBACK,5,5M
14805,LAND ROVER,FREELANDER,1998,32950,2.0L,59L,5D WAGON,5,5M4x4
14926,VOLKSWAGEN,GOLF,1998,31980,1.6L,55L,5D HATCHBACK,5,4A
16242,DAEWOO,CIELO,1998,15500,1.5L,50L,3D HATCHBACK,5,3A
16842,PROTON,SATRIA,1998,13490,1.5L,50L,3D HATCHBACK,5,5M
17693,HYUNDAI,SONATA,1998,24990,2.0L,65L,4D SEDAN,5,5M
15439,HONDA,CIVIC,1998,25750,1.6L,45L,3D HATCHBACK,5,4A
16616,HYUNDAI,EXCEL,1998,18990,1.5L,45L,4D SEDAN,5,5M
16124,KIA,MENTOR,1998,19990,1.5L,50L,4D SEDAN,5,5M
15942,SUBARU,FORESTER,1998,36990,2.0L,60L,5D WAGON,5,5M
15723,SUZUKI,SWIFT,1998,19990,1.3L,40L,2D COUPE,5,5M
16591,HYUNDAI,EXCEL,1998,15690,1.5L,45L,3D HATCHBACK,5,5M
15934,SUBARU,LIBERTY,1998,31890,2.2L,60L,4D SEDAN,5,4A
17029,TOYOTA,LANDCRUISER,1998,53870,4.5L,145L,4D WAGON,8,5M4x4
15016,MERCEDES-BENZ,CLK230,1998,101600,2.3L,70L,2D COUPE,4,5A
16608,HYUNDAI,EXCEL,1998,18748,1.5L,45L,5D HATCHBACK,5,4A
17545,NISSAN,PULSAR,1998,19990,1.6L,50L,4D SEDAN,5,5M
15230,MAZDA,323,1998,22915,1.8L,55L,4D SEDAN,5,5M
14818,LAND ROVER,DISCOVERY,1998,39990,2.5L,88.5L,4D WAGON,5,5M4x4
16224,DAEWOO,LANOS,1998,16750,1.5L,48L,3D HATCHBACK,5,4A
14822,LAND ROVER,DISCOVERY,1998,52500,2.5L,88.5L,4D WAGON,7,4A4x4
17098,HYUNDAI,LANTRA,1998,21852,1.8L,55L,4D SEDAN,5,4A
16593,HYUNDAI,EXCEL,1998,15748,1.5L,45L,3D HATCHBACK,5,4A
16234,DAEWOO,NUBIRA,1998,20500,1.6L,62L,4D WAGON,5,5M
15129,NISSAN,200,1998,49995,2.0L,65L,2D COUPE,4,5M
16181,TOYOTA,CELICA,1998,37730,2.2L,60L,2D LIFTBACK,4,4A
15127,NISSAN,200,1998,39990,2.0L,65L,2D COUPE,4,5M
15108,VOLVO,S40,1998,53450,1.9L,60L,4D SEDAN,5,5M
15541,DAIHATSU,CHARADE,1998,15990,1.5L,50L,3D HATCHBACK,5,4A
15413,HONDA,PRELUDE,1998,46850,2.2L,60L,2D COUPE,4,4ASeq
15460,HONDA,INTEGRA,1998,40950,1.8L,50L,2D COUPE,4,5M
15885,SUBARU,IMPREZA,1998,39990,2.0L,60L,4D SEDAN,5,5M
15884,SUBARU,IMPREZA,1998,41490,2.0L,60L,4D SEDAN,5,5M
16490,FORD,COURIER,1998,24990,2.6L,56L,CREW CAB P/UP,5,5M
17252,NISSAN,MAXIMA,1998,49990,3.0L,70L,4D SEDAN,5,4A
17247,NISSAN,MAXIMA,1998,37990,3.0L,70L,4D SEDAN,5,4A
16407,TOYOTA,COROLLA,1998,19990,1.6L,50L,4D SEDAN,5,5M
16462,TOYOTA,COROLLA,1998,23670,1.8L,50L,4D SEDAN,5,4A
16456,TOYOTA,COROLLA,1998,23320,1.8L,50L,5D LIFTBACK,5,5M
16659,FORD,FAIRMONT,1998,37990,4.0L,68L,4D SEDAN,5,4A
16752,FORD,FALCON,1998,29990,4.0L,68L,4D SEDAN,5,4A
17308,MITSUBISHI,MIRAGE,1998,13990,1.5L,50L,3D HATCHBACK,5,5M
16968,MITSUBISHI,LANCER,1998,17990,1.5L,50L,2D COUPE,5,5M
16985,MITSUBISHI,LANCER,1998,24530,1.8L,50L,4D SEDAN,5,4A
16982,MITSUBISHI,LANCER,1998,23990,1.8L,50L,2D COUPE,5,5M
17367,NISSAN,NAVARA,1998,18690,2.4L,68L,C/CHAS,3,5M
15158,PEUGEOT,406,1998,56000,2.9L,70L,4D SEDAN,5,4A
14884,BMW,3,1998,58950,1.9L,62L,2D COUPE,5,5M
16666,FORD,FAIRMONT,1998,42037,4.0L,72L,4D WAGON,5,4A
16729,FORD,FALCON,1998,33558,4.0L,68L,4D SEDAN,5,4A
16668,FORD,FAIRMONT,1998,48029,4.0L,68L,4D SEDAN,5,4A
16698,FORD,FALCON,1998,31650,4.0L,72L,4D WAGON,5,4A
17697,TOYOTA,STARLET,1998,13990,1.3L,45L,3D HATCHBACK,5,5M
17065,TOYOTA,LANDCRUISER,1998,47460,4.5L,145L,4D WAGON,6,5M4x4
17059,TOYOTA,LANDCRUISER,1998,56590,4.5L,145L,4D WAGON,8,4A4x4
15214,CHRYSLER,VOYAGER,1998,46800,3.3L,76L,4D WAGON,7,4A
17491,NISSAN,PATROL,1998,49790,4.5L,130L,4D WAGON,7,4A4x4
17329,FORD,MONDEO,1998,31890,2.0L,62L,5D HATCHBACK,5,4A
17331,FORD,MONDEO,1998,26690,2.0L,62L,4D SEDAN,5,4A
17836,HOLDEN,VECTRA,1998,32790,2.0L,60L,4D SEDAN,5,4A
17852,HOLDEN,VECTRA,1998,25500,2.0L,60L,4D SEDAN,5,5M
17855,HOLDEN,VECTRA,1998,36350,2.5L,60L,5D HATCHBACK,5,4A
17845,HOLDEN,VECTRA,1998,26790,2.2L,60L,4D SEDAN,5,4A
17103,FORD,LASER,1998,23894,1.8L,55L,4D SEDAN,5,4A
17124,FORD,LASER,1998,21894,1.6L,55L,5D HATCHBACK,5,4A
17147,FORD,LASER,1998,19990,1.6L,55L,5D HATCHBACK,5,5M
16903,TOYOTA,HILUX,1998,36200,3.0L,66L,DUAL CAB P/UP,5,5M4x4
16913,TOYOTA,HILUX,1998,40330,3.0L,66L,DUAL CAB P/UP,5,5M4x4
17337,MAZDA,MPV,1998,43500,3.0L,74L,4D WAGON,7,4A
16083,TOYOTA,CAMRY,1998,34450,3.0L,70L,4D SEDAN,5,4A
16028,TOYOTA,CAMRY,1998,28350,3.0L,70L,4D SEDAN,5,5M
17881,TOYOTA,VIENTA,1998,38000,3.0L,70L,4D SEDAN,5,4A
17822,MITSUBISHI,TRITON,1998,34990,3.0L,75L,DOUBLE CAB UTILITY,5,5M4x4
17561,NISSAN,PULSAR,1998,26190,1.6L,50L,4D SEDAN,5,4A
17564,NISSAN,PULSAR,1998,19990,1.6L,50L,4D SEDAN,5,5M
17555,NISSAN,PULSAR,1998,21490,1.6L,50L,5D HATCHBACK,5,5M
17419,MITSUBISHI,PAJERO,1998,47770,3.5L,92L,4D WAGON,7,5M4x4
17410,MITSUBISHI,PAJERO,1998,43540,3.5L,92L,4D WAGON,7,4A4x4
16638,FORD,FAIRLANE,1998,70500,4.9L,68L,4D SEDAN,5,4A
16187,MITSUBISHI,CHALLENGER,1998,41990,3.0L,74L,4D WAGON,5,4A4x4
16487,FORD,COURIER,1998,17990,2.6L,66L,C/CHAS,3,5M
16484,FORD,COURIER,1998,23690,2.6L,66L,SUPER CAB P/UP,4,5M
17068,TOYOTA,LANDCRUISER,1998,39390,2.7L,90L,4D WAGON,5,4A4x4
15787,HOLDEN,BARINA,1998,16080,1.4L,46L,3D HATCHBACK,5,4A
15790,HOLDEN,BARINA,1998,16990,1.4L,46L,5D HATCHBACK,5,5M
16075,TOYOTA,CAMRY,1998,31100,2.2L,70L,4D SEDAN,5,4A
16093,TOYOTA,CAMRY,1998,27000,2.2L,70L,4D SEDAN,5,4A
17711,TOYOTA,TARAGO,1998,46160,2.4L,75L,3D WAGON,8,4A
17204,MITSUBISHI,MAGNA,1998,33190,3.0L,71L,4D SEDAN,5,4A
17185,MITSUBISHI,MAGNA,1998,29800,3.0L,71L,4D SEDAN,5,4A
17235,MITSUBISHI,MAGNA,1998,31600,3.0L,68L,4D WAGON,5,4A
17171,MITSUBISHI,MAGNA,1998,33620,3.0L,71L,4D SEDAN,5,4ASPM
17619,HOLDEN,RODEO,1998,27990,3.2L,53L,CREW CAB P/UP,5,5M
15606,HOLDEN,ASTRA,1998,22490,1.8L,52L,4D SEDAN,5,5M
16920,HOLDEN,JACKAROO,1998,39990,3.5L,85L,4D WAGON,7,5M4x4
16928,HOLDEN,JACKAROO,1998,46990,3.0L,85L,4D WAGON,7,5M4x4
16311,HOLDEN,COMMODORE,1998,29690,3.8L,63L,UTILITY,3,4A
15988,HOLDEN,CALAIS,1998,51260,3.8L,75L,4D SEDAN,5,4A
15799,HOLDEN,BERLINA,1998,39800,3.8L,75L,4D SEDAN,5,4A
16363,HOLDEN,COMMODORE,1998,32500,3.8L,75L,4D SEDAN,5,4A
16347,HOLDEN,COMMODORE,1998,33980,3.8L,75L,4D SEDAN,5,4A
16307,HOLDEN,COMMODORE,1998,30500,3.8L,75L,4D SEDAN,5,4A
16313,HOLDEN,COMMODORE,1998,38050,3.8L,75L,4D SEDAN,5,4A
16292,HOLDEN,COMMODORE,1998,47725,5.0L,75L,4D SEDAN,5,4A
17051,TOYOTA,LANDCRUISER,1998,47190,3.4L,159L,4D WAGON,8,4A4x4
17077,TOYOTA,LANDCRUISER,1998,42390,3.4L,159L,4D WAGON,8,4A4x4
15015,MERCEDES-BENZ,C180,1998,55600,1.8L,62L,4D SEDAN,5,5A
16793,FORD,FESTIVA,1998,16990,1.5L,38L,5D HATCHBACK,5,5M
16784,FORD,FESTIVA,1998,15390,1.3L,38L,3D HATCHBACK,5,3A
16790,FORD,FESTIVA,1998,14675,1.3L,38L,3D HATCHBACK,5,5M
16792,FORD,FESTIVA,1998,14990,1.5L,38L,3D HATCHBACK,5,5M
16601,HYUNDAI,EXCEL,1998,13990,1.5L,45L,3D HATCHBACK,5,5M
16194,JEEP,CHEROKEE,1998,39990,2.5L,76L,4D WAGON,5,5M4x4
15326,AUDI,A3,1999,42450,1.8L,55L,3D HATCHBACK,5,4A
14849,BMW,3,1999,39250,1.6L,52L,3D HATCHBACK,5,5M
14984,ALFA ROMEO,GTV,1999,61990,2.0L,70L,2D COUPE,4,5M
15001,ALFA ROMEO,156,1999,49950,2.0L,63L,4D SEDAN,5,5MSel
14987,ALFA ROMEO,156,1999,42000,2.0L,63L,4D SEDAN,5,5M
15113,VOLVO,V70,1999,54971,2.4L,68L,5D WAGON,5,4A
14870,BMW,3,1999,73900,2.5L,63L,2D COUPE,5,5M
15022,MERCEDES-BENZ,ML,1999,73400,3.2L,70L,4D WAGON,5,5ATS
15733,SUZUKI,GRAND VITARA,1999,28950,2.0L,66L,4D WAGON,5,5M
16154,KIA,SPORTAGE,1999,22222,2.0L,60L,4D WAGON,5,5M
17590,TOYOTA,RAV4,1999,28250,2.0L,58L,5D WAGON,5,5M4x4
15233,MAZDA,323,1999,27640,1.8L,55L,5D HATCHBACK,5,4A
15027,MERCEDES-BENZ,A160,1999,41400,1.6L,54L,5D HATCHBACK,5,5MSeq
15684,MAZDA,B2600,1999,19990,2.6L,66L,C/CHAS,3,5M
15677,MAZDA,B2500,1999,36490,2.5L,70L,DUAL CAB P/UP,5,5M4x4
16238,DAEWOO,NUBIRA,1999,22000,2.0L,62L,4D SEDAN,5,5M
15304,MAZDA,626,1999,32430,2.0L,64L,4D SEDAN,5,4A
15470,HONDA,CIVIC,1999,21700,1.6L,45L,3D HATCHBACK,5,4A
14823,LAND ROVER,FREELANDER,1999,32950,2.0L,59L,5D WAGON,5,5M4x4
15508,DAIHATSU,TERIOS,1999,19590,1.3L,46L,4D WAGON,5,4A4x4
14812,LAND ROVER,DISCOVERY,1999,66000,4.0L,95L,4D WAGON,7,4A
14947,VOLKSWAGEN,GOLF,1999,31190,1.6L,55L,5D HATCHBACK,5,4A
15698,SUZUKI,BALENO,1999,18990,1.6L,51L,4D SEDAN,5,5M
17099,HYUNDAI,LANTRA,1999,23852,1.8L,55L,4D SEDAN,5,4A
14925,VOLKSWAGEN,GOLF,1999,34990,2.0L,55L,5D HATCHBACK,5,5M
16851,PROTON,PERSONA,1999,17990,1.5L,50L,5D AEROBACK,5,5M
17087,HYUNDAI,LANTRA,1999,21990,2.0L,55L,4D SEDAN,5,5M
15708,SUZUKI,BALENO,1999,21990,1.6L,51L,4D SEDAN,5,5M
15544,DAIHATSU,PYZAR,1999,17990,1.6L,50L,5D WAGON,5,5M
15729,SUZUKI,BALENO,1999,20990,1.6L,51L,3D HATCHBACK,5,4A
15442,HONDA,INTEGRA,1999,34950,1.8L,50L,2D COUPE,4,5M
15856,SUBARU,FORESTER,1999,36990,2.0L,60L,5D WAGON,5,5M
14952,VOLKSWAGEN,GOLF,1999,44390,1.8L,55L,5D HATCHBACK,5,5M
15852,SUBARU,FORESTER,1999,26990,2.0L,60L,5D WAGON,5,5M
15898,SUBARU,LIBERTY,1999,31990,2.0L,64L,4D WAGON,5,5M
16595,HYUNDAI,EXCEL,1999,16990,1.5L,45L,3D HATCHBACK,5,5M
17045,TOYOTA,LANDCRUISER,1999,92620,4.7L,96L,4D WAGON,8,4A4x4
15896,SUBARU,LIBERTY,1999,43190,2.5L,64L,4D WAGON,5,4A
15712,SUZUKI,JIMNY,1999,18750,1.3L,40L,2D WAGON,4,5M4x4
16120,KIA,CARNIVAL,1999,29990,2.5L,75L,4D WAGON,7,5M
15301,MAZDA,626,1999,37290,2.0L,64L,5D HATCHBACK,5,4A
17602,TOYOTA,RAV4,1999,29990,2.0L,58L,3D HARDTOP,5,5M4x4
14901,MAZDA,121,1999,19590,1.5L,40L,5D HATCHBACK,5,4A
14967,VOLKSWAGEN,POLO,1999,21490,1.6L,45L,5D HATCHBACK,5,5M
15223,MAZDA,323,1999,20990,1.6L,55L,4D SEDAN,5,5M
15268,MAZDA,323,1999,20990,1.6L,55L,4D SEDAN,5,5M
15867,SUBARU,FORESTER,1999,31490,2.0L,60L,5D WAGON,5,5M
15366,SAAB,9-Mar,1999,62000,2.0L,68L,5D SEDAN,5,4A
16218,DAEWOO,LANOS,1999,15500,1.5L,48L,3D HATCHBACK,5,5M
16246,DAEWOO,NUBIRA,1999,21500,1.6L,62L,4D SEDAN,5,4A
17088,HYUNDAI,LANTRA,1999,20990,1.8L,55L,4D WAGON,5,5M
15425,HONDA,HRV (4x4),1999,25850,1.6L,55L,3D WAGON,4,5M
17094,HYUNDAI,LANTRA,1999,19990,1.8L,55L,4D SEDAN,5,5M
16594,HYUNDAI,EXCEL,1999,13990,1.5L,45L,3D HATCHBACK,5,5M
16222,DAEWOO,LEGANZA,1999,27000,2.0L,65L,4D SEDAN,5,4A
15526,DAIHATSU,TERIOS,1999,19990,1.3L,46L,4D WAGON,5,5M4x4
15114,VOLVO,S40,1999,52435,1.9L,60L,4D SEDAN,5,4A
17753,NISSAN,TERRANO II,1999,41990,2.7L,80L,4D WAGON,7,5M4x4
15412,HONDA,ACCORD,1999,36850,2.3L,65L,4D SEDAN,5,5M
15488,HONDA,PRELUDE,1999,44850,2.2L,60L,2D COUPE,4,5M
16444,TOYOTA,COROLLA,1999,21670,1.6L,50L,4D SEDAN,5,4A
16391,TOYOTA,COROLLA,1999,19990,1.6L,50L,5D LIFTBACK,5,5M
16461,TOYOTA,COROLLA,1999,21990,1.8L,50L,5D LIFTBACK,5,5M
16427,TOYOTA,COROLLA,1999,25000,1.8L,50L,5D LIFTBACK,5,4A
16466,TOYOTA,COROLLA,1999,23740,1.8L,50L,5D LIFTBACK,5,5M
16414,TOYOTA,COROLLA,1999,27960,1.8L,50L,5D LIFTBACK,5,5M
16657,FORD,FAIRMONT,1999,38490,4.0L,68L,4D SEDAN,5,4A
16725,FORD,FALCON,1999,30690,4.0L,68L,4D SEDAN,5,4A
16699,FORD,FALCON,1999,36990,4.0L,68L,4D WAGON,5,4A
16688,FORD,FAIRMONT,1999,47990,4.0L,68L,4D SEDAN,5,4A
16648,FORD,FAIRLANE,1999,54490,4.9L,68L,4D SEDAN,5,4A
17313,MITSUBISHI,MIRAGE,1999,16730,1.5L,50L,3D HATCHBACK,5,4A
16972,MITSUBISHI,LANCER,1999,20230,1.5L,50L,2D COUPE,5,4A
16986,MITSUBISHI,LANCER,1999,21490,1.8L,50L,2D COUPE,5,5M
17000,MITSUBISHI,LANCER,1999,24490,1.8L,50L,2D COUPE,5,5M
14872,BMW,3,1999,54370,1.9L,63L,4D SEDAN,5,5M
17699,TOYOTA,STARLET,1999,13990,1.3L,45L,3D HATCHBACK,5,5M
15203,CHRYSLER,VOYAGER,1999,48200,3.3L,76L,4D WAGON,7,4A
17466,NISSAN,PATROL,1999,45990,2.8L,125L,4D WAGON,7,5M4x4
16558,LEXUS,IS200,1999,51900,2.0L,70L,4D SEDAN,5,6M
17327,FORD,MONDEO,1999,29390,2.0L,62L,4D WAGON,5,4A
17853,HOLDEN,VECTRA,1999,30990,2.2L,60L,4D SEDAN,5,5M
17848,HOLDEN,VECTRA,1999,26790,2.2L,60L,4D SEDAN,5,4A
17839,HOLDEN,VECTRA,1999,30990,2.2L,60L,4D SEDAN,5,5M
17854,HOLDEN,VECTRA,1999,26790,2.2L,60L,4D SEDAN,5,4A
17841,HOLDEN,VECTRA,1999,29300,2.2L,60L,4D WAGON,5,4A
17869,MITSUBISHI,VERADA,1999,42630,3.5L,68L,4D SEDAN,5,4A
17860,MITSUBISHI,VERADA,1999,48490,3.5L,71L,4D SEDAN,5,4A
17117,FORD,LASER,1999,23894,1.8L,55L,5D HATCHBACK,5,4A
17127,FORD,LASER,1999,21894,1.6L,55L,4D SEDAN,5,4A
16889,TOYOTA,HILUX,1999,36950,3.0L,66L,DUAL CAB P/UP,5,5M4x4
17334,MAZDA,MPV,1999,43950,3.0L,74L,4D WAGON,7,4A
17335,MAZDA,MPV,1999,44150,2.5L,70L,4D WAGON,7,4A
16102,TOYOTA,CAMRY,1999,36665,3.0L,70L,4D WAGON,5,4A
16033,TOYOTA,CAMRY,1999,30140,3.0L,70L,4D SEDAN,5,4A
17879,TOYOTA,VIENTA,1999,46285,3.0L,70L,4D SEDAN,5,4A
17878,TOYOTA,VIENTA,1999,40485,3.0L,70L,4D WAGON,5,4A
17817,MITSUBISHI,TRITON,1999,43090,3.0L,75L,DOUBLE CAB UTILITY,5,5M4x4
15935,SUBARU,LIBERTY,1999,43190,2.5L,64L,4D WAGON,5,4A
15824,SUBARU,LIBERTY,1999,35990,2.5L,64L,4D SEDAN,5,5M
15869,SUBARU,IMPREZA,1999,26990,2.0L,50L,4D SEDAN,5,5M
15924,SUBARU,IMPREZA,1999,40490,2.0L,60L,4D SEDAN,5,5M
15916,SUBARU,OUTBACK,1999,39390,2.5L,64L,4D WAGON,5,4A
15316,AUDI,TT,1999,73000,1.8L,55L,2D COUPE,4,5M
15925,SUBARU,IMPREZA,1999,26990,2.0L,50L,4D SEDAN,5,5M
15902,SUBARU,IMPREZA,1999,41790,2.0L,60L,4D SEDAN,5,4A
15921,SUBARU,IMPREZA,1999,41690,2.0L,60L,4D SEDAN,5,5M
15874,SUBARU,IMPREZA,1999,42990,2.0L,60L,4D SEDAN,5,5M
17537,NISSAN,PULSAR,1999,21790,1.6L,50L,5D HATCHBACK,5,4A
17526,NISSAN,PULSAR,1999,22490,1.6L,50L,4D SEDAN,5,5M
17519,NISSAN,PULSAR,1999,24990,2.0L,50L,5D HATCHBACK,5,5M
15156,PEUGEOT,306,1999,36700,2.0L,60L,5D HATCHBACK,5,4A
16522,TOYOTA,ECHO,1999,14990,1.3L,45L,3D HATCHBACK,5,5M
16525,TOYOTA,ECHO,1999,17990,1.5L,45L,4D SEDAN,5,5M
17415,MITSUBISHI,PAJERO,1999,49840,3.5L,92L,4D WAGON,7,4A4x4
17442,MITSUBISHI,PAJERO,1999,45540,3.5L,75L,2D HARDTOP,5,5M4x4
17432,MITSUBISHI,PAJERO,1999,40990,3.5L,92L,4D WAGON,7,5M4x4
16186,MITSUBISHI,CHALLENGER,1999,36990,3.0L,74L,4D WAGON,5,5M4x4
16883,TOYOTA,HILUX,1999,20700,2.7L,69L,C/CHAS,3,5M
15781,HOLDEN,BARINA,1999,15580,1.4L,46L,3D HATCHBACK,5,4A
16241,DAEWOO,NUBIRA,1999,24500,2.0L,62L,4D WAGON,5,4A
16625,MITSUBISHI,EXPRESS,1999,24820,2.0L,55L,VAN,2,4A
16042,TOYOTA,CAMRY,1999,30615,2.2L,70L,4D SEDAN,5,4A
16048,TOYOTA,CAMRY,1999,29190,2.2L,70L,4D WAGON,5,4A
17717,TOYOTA,TARAGO,1999,47090,2.4L,75L,3D WAGON,8,4A
17193,MITSUBISHI,MAGNA,1999,33190,3.0L,71L,4D SEDAN,5,4A
17225,MITSUBISHI,MAGNA,1999,29800,3.0L,71L,4D SEDAN,5,4A
17630,HOLDEN,RODEO,1999,37420,3.2L,53L,CREW CAB P/UP,5,5M
17618,HOLDEN,RODEO,1999,29160,3.2L,53L,CREW CAB P/UP,5,5M
17173,MITSUBISHI,MAGNA,1999,36640,3.5L,68L,4D WAGON,5,4A
17177,MITSUBISHI,MAGNA,1999,28540,3.5L,71L,4D SEDAN,5,5M
15584,HOLDEN,ASTRA,1999,23490,1.8L,52L,5D HATCHBACK,5,5M
