carId,make,model,seriesYear,price,engineSize,tankCapacity,bodyType,seatingCapacity,transmission
17686,HYUNDAI,SONATA,1990,20990,2.4L,60L,4D SEDAN,5,5M
17040,TOYOTA,LANDCRUISER,1990,32794,4.0L,95L,4D WAGON,6,5M4x4
15258,MAZDA,323,1990,21795,1.8L,55L,5D HATCHBACK,5,5M
15530,DAIHATSU,CHARADE,1990,16399,1.3L,40L,5D HATCHBACK,5,5M
15287,TOYOTA,4 RUNNER,1990,30200,2.8L,65L,4D WAGON,5,5M4x4
17490,NISSAN,PATROL,1990,32805,4.2L,95L,4D WAGON,5,5M4x4
17496,NISSAN,PINTARA,1990,20630,2.0L,60L,4D SEDAN,5,4A
17670,NISSAN,SKYLINE,1990,22634,3.0L,50L,4D SEDAN,5,4A
15490,HONDA,ACCORD,1990,33900,2.2L,65L,4D SEDAN,5,5M
15700,SUZUKI,SWIFT,1990,10990,1.0L,40L,3D HATCHBACK,5,5M
17567,NISSAN,PULSAR,1990,15750,1.6L,50L,5D HATCHBACK,5,5M
17720,TOYOTA,TARAGO,1990,31112,2.2L,60L,2D WAGON,8,4A
16612,HYUNDAI,EXCEL,1990,16990,1.5L,45L,5D HATCHBACK,5,5M
15130,PEUGEOT,205,1990,33750,1.9L,50L,3D HATCHBACK,5,5M
15702,SUZUKI,VITARA,1990,22290,1.6L,42L,2D HARDTOP,4,3A4x4
15551,DAIHATSU,APPLAUSE,1990,15990,1.6L,50L,4D SEDAN,5,5M
16921,HOLDEN,JACKAROO,1990,34627,2.6L,83L,4D WAGON,5,4A4x4
17243,NISSAN,MAXIMA,1990,36260,3.0L,70L,4D SEDAN,5,4A
15179,PEUGEOT,405,1990,43960,1.9L,70L,4D SEDAN,5,5M
17557,NISSAN,PULSAR,1990,15590,1.8L,50L,5D HATCHBACK,5,5M
15309,AUDI,90,1990,42245,2.3L,68L,4D SEDAN,5,5M
16170,TOYOTA,CELICA,1990,29990,2.2L,60L,2D LIFTBACK,4,5M
17671,NISSAN,SKYLINE,1990,32080,3.0L,50L,4D SEDAN,5,4A
17500,NISSAN,PINTARA,1990,25327,2.4L,60L,4D SEDAN,5,4A
15535,DAIHATSU,CHARADE,1990,11290,1.0L,37L,3D HATCHBACK,5,5M
17518,NISSAN,PULSAR,1990,15818,1.6L,50L,4D SEDAN,5,5M
16485,FORD,COURIER,1990,20125,2.2L,56L,CREW CAB P/UP,5,5M
16374,TOYOTA,COROLLA,1990,22465,1.6L,50L,5D LIFTBACK,5,5M
16463,TOYOTA,COROLLA,1990,18995,1.6L,50L,4D WAGON,5,5M
16999,MITSUBISHI,LANCER,1990,16151,1.5L,50L,5D HATCHBACK,5,5M
16677,FORD,FAIRMONT,1990,30240,3.9L,68L,4D SEDAN,5,4A
16683,FORD,FAIRMONT,1990,37004,3.9L,68L,4D SEDAN,5,4A
17026,TOYOTA,LANDCRUISER,1990,69195,4.0L,145L,4D WAGON,8,4A4x4
17142,FORD,LASER,1990,20686,1.6L,45L,5D HATCHBACK,5,4A
17138,FORD,LASER,1990,16189,1.6L,45L,5D HATCHBACK,5,5M
17107,FORD,LASER,1990,16978,1.6L,55L,4D SEDAN,5,5M
17143,FORD,LASER,1990,21115,1.8L,55L,5D HATCHBACK,5,4A
16885,TOYOTA,HILUX,1990,23971,2.8L,71L,P/UP,3,5M4x4
16896,TOYOTA,HILUX,1990,28650,2.8L,65L,DUAL CAB P/UP,5,5M4x4
15779,HOLDEN,BARINA,1990,13524,1.3L,40L,5D HATCHBACK,5,5M
17823,MITSUBISHI,TRITON,1990,15129,2.6L,69L,UTILITY,3,5M
16640,FORD,FAIRLANE,1990,38568,3.9L,68L,4D SEDAN,5,4A
17443,MITSUBISHI,PAJERO,1990,33506,2.5L,92L,4D WAGON,5,5M4x4
17426,MITSUBISHI,PAJERO,1990,37830,3.0L,92L,4D WAGON,7,4A4x4
16068,TOYOTA,CAMRY,1990,20805,2.0L,60L,4D SEDAN,5,4A
17629,HOLDEN,RODEO,1990,18905,2.6L,53L,CREW CAB P/UP,5,5M
17222,MITSUBISHI,MAGNA,1990,21852,2.6L,71L,4D WAGON,5,4A
17208,MITSUBISHI,MAGNA,1990,24872,2.6L,64L,4D SEDAN,5,4A
15991,HOLDEN,CALAIS,1990,36004,3.8L,63L,4D SEDAN,5,4A
15809,HOLDEN,BERLINA,1990,28541,3.8L,63L,4D SEDAN,5,4A
16308,HOLDEN,COMMODORE,1990,27581,5.0L,68L,4D WAGON,5,4A
16314,HOLDEN,COMMODORE,1990,25730,3.8L,63L,4D SEDAN,5,4A
15651,HSV,COMMODORE,1990,68950,5.0L,85L,4D SEDAN,5,6M
14881,BMW,3,1991,44300,1.8L,65L,4D SEDAN,5,4A
14880,BMW,5,1991,69100,2.0L,80L,4D SEDAN,5,5A
14887,BMW,5,1991,80200,2.5L,80L,4D SEDAN,5,5M
17070,TOYOTA,LANDCRUISER,1991,33756,4.0L,95L,4D WAGON,6,5M4x4
15354,SAAB,9000,1991,81800,2.3L,62L,4D HATCHBACK,5,5M
15407,HONDA,PRELUDE,1991,37890,2.0L,60L,2D COUPE,4,5M
17485,NISSAN,PATROL,1991,33946,4.2L,95L,4D WAGON,5,5M4x4
17503,NISSAN,PINTARA,1991,21044,2.0L,60L,4D SEDAN,5,4A
15401,HONDA,ACCORD,1991,34550,2.2L,65L,4D SEDAN,5,5M
15487,HONDA,CIVIC,1991,22995,1.5L,45L,4D SEDAN,5,5M
17090,HYUNDAI,LANTRA,1991,17990,1.6L,52L,4D SEDAN,5,5M
17499,NISSAN,PINTARA,1991,18775,2.0L,60L,4D SEDAN,5,5M
17471,NISSAN,PATROL,1991,35092,4.2L,95L,4D WAGON,6,5M4x4
17714,TOYOTA,TARAGO,1991,41363,2.4L,75L,3D WAGON,8,4A
15725,SUZUKI,SWIFT,1991,18250,1.6L,40L,4D SEDAN,5,3A
16494,TOYOTA,CRESSIDA,1991,43860,3.0L,70L,4D SEDAN,5,4A
15828,SUBARU,LIBERTY,1991,25990,2.2L,60L,4D SEDAN,5,5M
15868,SUBARU,LIBERTY,1991,30990,2.2L,60L,4D WAGON,5,4A
17123,FORD,LASER,1991,18224,1.6L,55L,5D HATCHBACK,5,3A
16926,HOLDEN,JACKAROO,1991,35352,2.8L,83L,4D WAGON,5,5M4x4
15897,SUBARU,LIBERTY,1991,23990,2.2L,60L,4D SEDAN,5,5M
15164,PEUGEOT,405,1991,39995,1.9L,70L,4D SEDAN,5,5M
15943,SUBARU,LIBERTY,1991,36990,2.0L,60L,4D SEDAN,5,5M
15288,TOYOTA,4 RUNNER,1991,32274,3.0L,65L,4D WAGON,5,5M4x4
16165,TOYOTA,CELICA,1991,31902,2.2L,60L,2D LIFTBACK,4,4A
15010,MERCEDES-BENZ,300,1991,124500,3.0L,70L,4D WAGON,7,4A
15509,DAIHATSU,CHARADE,1991,12795,1.0L,37L,3D HATCHBACK,5,3A
17566,NISSAN,PULSAR,1991,16620,1.6L,50L,4D SEDAN,5,5M
16415,TOYOTA,COROLLA,1991,18770,1.6L,50L,4D SEDAN,5,3A
16403,TOYOTA,COROLLA,1991,18290,1.6L,50L,5D HATCHBACK,5,5M
16434,TOYOTA,COROLLA,1991,20770,1.6L,50L,5D LIFTBACK,5,4A
16439,TOYOTA,COROLLA,1991,16910,1.6L,50L,5D HATCHBACK,5,5M
16375,TOYOTA,COROLLA,1991,21260,1.6L,50L,5D HATCHBACK,5,4A
16449,TOYOTA,COROLLA,1991,20130,1.6L,50L,4D WAGON,5,5M
17007,MITSUBISHI,LANCER,1991,20082,1.5L,50L,4D SEDAN,5,5M
16689,FORD,FAIRMONT,1991,31143,3.9L,68L,4D SEDAN,5,4A
16751,FORD,FALCON,1991,24297,3.9L,68L,4D SEDAN,5,4A
17481,NISSAN,PATROL,1991,36300,4.2L,95L,4D WAGON,7,5M4x4
17484,NISSAN,PATROL,1991,31951,3.0L,95L,4D WAGON,7,5M4x4
17101,FORD,LASER,1991,18224,1.6L,55L,5D HATCHBACK,5,3A
17126,FORD,LASER,1991,17590,1.6L,55L,4D SEDAN,5,5M
17870,MITSUBISHI,VERADA,1991,30489,3.0L,64L,4D SEDAN,5,4A
17858,MITSUBISHI,VERADA,1991,39797,3.0L,64L,4D SEDAN,5,4A
17384,HOLDEN,NOVA,1991,18324,1.6L,50L,5D HATCHBACK,5,3A
17382,HOLDEN,NOVA,1991,18530,1.6L,50L,5D HATCHBACK,5,5M
15751,HOLDEN,BARINA,1991,13727,1.3L,40L,5D HATCHBACK,5,5M
15774,HOLDEN,BARINA,1991,14701,1.3L,46L,5D HATCHBACK,5,3A
16647,FORD,FAIRLANE,1991,39339,3.9L,68L,4D SEDAN,5,4A
16646,FORD,FAIRLANE,1991,42979,4.9L,68L,4D SEDAN,5,4A
17411,MITSUBISHI,PAJERO,1991,37360,3.0L,92L,4D WAGON,7,5M4x4
17421,MITSUBISHI,PAJERO,1991,33090,3.0L,92L,4D WAGON,7,5M4x4
16897,TOYOTA,HILUX,1991,19385,2.4L,56L,DUAL CAB P/UP,5,5M
16108,FORD,CAPRI,1991,26267,1.6L,42L,2D CONVERTIBLE,4,5M
17703,MITSUBISHI,STARWAGON,1991,25331,2.4L,55L,2D WAGON,8,4A
16060,TOYOTA,CAMRY,1991,21075,2.0L,60L,4D SEDAN,5,4A
16061,TOYOTA,CAMRY,1991,27160,2.0L,60L,4D WAGON,5,4A
16101,TOYOTA,CAMRY,1991,22270,2.0L,60L,4D SEDAN,5,4A
16088,TOYOTA,CAMRY,1991,21340,2.0L,60L,4D SEDAN,5,4A
17726,TOYOTA,TARAGO,1991,31256,2.4L,75L,3D WAGON,8,4A
17715,TOYOTA,TARAGO,1991,34512,2.4L,75L,3D WAGON,8,5M
17628,HOLDEN,RODEO,1991,20311,2.6L,53L,CREW CAB P/UP,5,5M
17237,MITSUBISHI,MAGNA,1991,22318,2.6L,64L,4D SEDAN,5,4A
17213,MITSUBISHI,MAGNA,1991,23245,2.6L,71L,4D WAGON,5,4A
17197,MITSUBISHI,MAGNA,1991,25369,2.6L,64L,4D SEDAN,5,4A
17170,MITSUBISHI,MAGNA,1991,21892,2.6L,64L,4D SEDAN,5,5M
15999,HOLDEN,CALAIS,1991,37789,3.8L,63L,4D SEDAN,5,4A
16302,HOLDEN,COMMODORE,1991,27004,5.0L,80L,4D SEDAN,5,4A
16272,HOLDEN,COMMODORE,1991,25492,3.8L,68L,4D WAGON,5,5M
16795,FORD,FESTIVA,1991,14473,1.3L,37L,5D HATCHBACK,5,3A
16009,HOLDEN,CALIBRA,1991,38233,2.0L,63L,2D COUPE,4,5M
15313,AUDI,80,1992,42990,2.0L,66L,4D SEDAN,5,4A
17355,MAZDA,MX6,1992,43490,2.5L,58L,2D COUPE,4,4A
15900,SUBARU,BRUMBY,1992,16517,1.8L,55L,P/UP,2,4M4x4
17084,TOYOTA,LANDCRUISER,1992,36206,4.0L,95L,4D WAGON,6,5M4x4
15087,VOLVO,8,1992,45690,2.4L,73L,4D SEDAN,5,4A
15232,MAZDA,323,1992,24470,1.8L,55L,5D HATCHBACK,5,4A
15686,MAZDA,B2600,1992,23265,2.6L,66L,P/UP,3,5M4x4
15682,MAZDA,B2600,1992,22290,2.6L,56L,DUAL CAB P/UP,5,5M
15514,DAIHATSU,CHARADE,1992,15299,1.3L,40L,5D HATCHBACK,5,3A
17469,NISSAN,PATROL,1992,37100,4.2L,95L,4D WAGON,5,5M4x4
15041,MERCEDES-BENZ,180,1992,45690,1.8L,55L,4D SEDAN,5,4A
15518,DAIHATSU,FEROZA,1992,22815,1.6L,60L,RESIN TOP,4,5M4x4
15703,SUZUKI,SWIFT,1992,11990,1.0L,40L,3D HATCHBACK,5,5M
15748,SUZUKI,SWIFT,1992,14520,1.3L,40L,4D SEDAN,5,5M
15493,HONDA,CIVIC,1992,23400,1.5L,45L,4D SEDAN,5,5M
17694,HYUNDAI,SONATA,1992,33970,3.0L,65L,4D SEDAN,5,4A
16493,TOYOTA,CRESSIDA,1992,43990,3.0L,70L,4D SEDAN,5,4A
17044,TOYOTA,LANDCRUISER,1992,46659,4.2L,145L,4D WAGON,8,5M4x4
15701,SUZUKI,SIERRA,1992,14670,1.3L,40L,2D SOFTTOP,4,5M4x4
16919,HOLDEN,JACKAROO,1992,44217,3.2L,85L,4D WAGON,5,4A4x4
15854,SUBARU,LIBERTY,1992,27290,2.2L,60L,4D WAGON,5,4A
15284,TOYOTA,4 RUNNER,1992,36954,3.0L,65L,4D WAGON,5,4A4x4
15320,AUDI,90,1992,43500,2.3L,68L,4D SEDAN,5,4A
16606,HYUNDAI,EXCEL,1992,12490,1.5L,45L,3D HATCHBACK,5,4M
16172,TOYOTA,CELICA,1992,29775,2.2L,60L,2D COUPE,4,5M
14824,LAND ROVER,DISCOVERY,1992,41950,3.5L,81.7L,2D WAGON,5,5M4x4
15511,DAIHATSU,APPLAUSE,1992,19390,1.6L,50L,4D SEDAN,5,5M
16440,TOYOTA,COROLLA,1992,20350,1.6L,50L,4D SEDAN,5,4A
16417,TOYOTA,COROLLA,1992,17200,1.6L,50L,5D HATCHBACK,5,5M
17009,MITSUBISHI,LANCER,1992,19092,1.5L,50L,4D SEDAN,5,4A
17006,MITSUBISHI,LANCER,1992,28960,1.8L,50L,4D SEDAN,5,5M
15160,PEUGEOT,405,1992,34995,1.9L,70L,4D SEDAN,5,5M
16664,FORD,FAIRMONT,1992,33357,4.9L,68L,4D SEDAN,5,4A
16685,FORD,FAIRMONT,1992,40726,4.9L,68L,4D SEDAN,5,4A
16773,FORD,FALCON,1992,25952,3.9L,72L,4D WAGON,5,4A
16690,FORD,FAIRMONT,1992,44632,4.9L,68L,4D WAGON,5,4A
16770,FORD,FALCON,1992,26801,4.0L,72L,4D WAGON,5,4A
16695,FORD,FALCON,1992,32824,4.9L,72L,4D WAGON,5,4A
17495,NISSAN,PATROL,1992,42128,4.2L,95L,4D WAGON,7,5M4x4
16838,MITSUBISHI,GALANT,1992,28709,2.0L,60L,5D HATCHBACK,5,4A
17049,TOYOTA,LANDCRUISER,1992,36026,4.2L,90L,C/CHAS,3,5M4x4
17133,FORD,LASER,1992,23061,1.8L,55L,5D HATCHBACK,5,4A
17137,FORD,LASER,1992,17187,1.6L,55L,5D HATCHBACK,5,5M
17152,FORD,LASER,1992,21277,1.8L,55L,5D HATCHBACK,5,4A
17383,HOLDEN,NOVA,1992,21411,1.6L,50L,4D SEDAN,5,5M
16890,TOYOTA,HILUX,1992,32326,2.8L,71L,X CAB P/UP,2,5M4x4
15770,HOLDEN,BARINA,1992,14149,1.3L,46L,5D HATCHBACK,5,5M
16631,FORD,FAIRLANE,1992,39506,4.0L,68L,4D SEDAN,5,4A
16629,FORD,FAIRLANE,1992,41407,4.0L,68L,4D SEDAN,5,4A
17444,MITSUBISHI,PAJERO,1992,33240,2.5L,92L,4D WAGON,5,5M4x4
17424,MITSUBISHI,PAJERO,1992,41575,3.0L,92L,4D WAGON,7,4A4x4
16109,FORD,CAPRI,1992,24378,1.6L,42L,2D CONVERTIBLE,4,5M
16064,TOYOTA,CAMRY,1992,21540,2.0L,60L,4D SEDAN,5,5M
16031,TOYOTA,CAMRY,1992,22320,2.0L,60L,4D SEDAN,5,4A
17721,TOYOTA,TARAGO,1992,31924,2.4L,75L,3D WAGON,8,5M
17608,HOLDEN,RODEO,1992,29398,2.8L,53L,CREW CAB P/UP,5,5M4x4
17219,MITSUBISHI,MAGNA,1992,23581,2.6L,71L,4D WAGON,5,4A
17233,MITSUBISHI,MAGNA,1992,23326,2.6L,64L,4D SEDAN,5,4A
17201,MITSUBISHI,MAGNA,1992,23794,2.6L,71L,4D WAGON,5,4A
17223,MITSUBISHI,MAGNA,1992,29222,2.6L,71L,4D WAGON,5,4A
16474,FORD,CORSAIR,1992,19289,2.0L,60L,5D LIFTBACK,5,4A
16301,HOLDEN,COMMODORE,1992,24924,3.8L,63L,4D SEDAN,5,4A
16358,HOLDEN,COMMODORE,1992,33247,5.0L,80L,4D SEDAN,5,4A
16798,FORD,FESTIVA,1992,13517,1.3L,37L,5D HATCHBACK,5,5M
16611,HYUNDAI,EXCEL,1992,12788,1.5L,45L,3D HATCHBACK,5,5M
16008,HOLDEN,CALIBRA,1992,38233,2.0L,63L,2D COUPE,4,5M
15092,VOLVO,2,1993,36240,2.3L,60L,4D SEDAN,5,4A
17085,TOYOTA,LANDCRUISER,1993,45067,4.2L,145L,4D WAGON,8,5M4x4
15241,MAZDA,323,1993,25715,1.8L,55L,5D HATCHBACK,5,5M
15685,MAZDA,B2600,1993,22500,2.6L,56L,DUAL CAB P/UP,5,5M4x4
15367,SAAB,9000,1993,46990,2.3L,66L,4D SEDAN,5,4A
15527,DAIHATSU,CHARADE,1993,14502,1.3L,40L,5D HATCHBACK,5,5M
15351,SAAB,9000,1993,79200,2.3L,66L,4D HATCHBACK,5,4A
15555,DAIHATSU,CHARADE,1993,19830,1.3L,50L,5D HATCHBACK,5,4A
15019,MERCEDES-BENZ,220,1993,82000,2.2L,70L,4D SEDAN,5,4A
15026,MERCEDES-BENZ,180,1993,47115,1.8L,55L,4D SEDAN,5,4A
15398,HONDA,ACCORD,1993,34650,2.2L,65L,4D SEDAN,5,4A
15484,HONDA,CIVIC,1993,23150,1.5L,45L,3D HATCHBACK,5,5M
17093,HYUNDAI,LANTRA,1993,20690,1.8L,52L,4D SEDAN,5,5M
15406,HONDA,CIVIC,1993,26750,1.5L,45L,4D SEDAN,5,4A
17522,NISSAN,PULSAR,1993,19386,1.6L,50L,5D HATCHBACK,5,4A
16619,HYUNDAI,EXCEL,1993,20622,1.5L,45L,4D SEDAN,5,4A
15882,SUBARU,LIBERTY,1993,35130,2.2L,60L,4D WAGON,5,5M
17050,TOYOTA,LANDCRUISER,1993,48350,4.5L,145L,4D WAGON,8,5M4x4
15743,SUZUKI,VITARA,1993,27890,1.6L,42L,4D WAGON,5,5M4x4
16603,HYUNDAI,EXCEL,1993,16490,1.5L,45L,4D SEDAN,5,5M
17528,NISSAN,PULSAR,1993,20590,1.6L,50L,5D HATCHBACK,5,5M
15142,PEUGEOT,405,1993,41995,2.0L,70L,4D SEDAN,5,5M
17517,NISSAN,PULSAR,1993,20395,1.6L,50L,5D HATCHBACK,5,5M
15862,SUBARU,LIBERTY,1993,34625,2.2L,60L,4D SEDAN,5,5M
17023,TOYOTA,LANDCRUISER,1993,44419,4.5L,145L,4D WAGON,8,5M4x4
16617,HYUNDAI,EXCEL,1993,13390,1.5L,45L,3D HATCHBACK,5,4M
15542,DAIHATSU,CHARADE,1993,18390,1.3L,40L,3D HATCHBACK,5,5M
16177,TOYOTA,CELICA,1993,35306,2.2L,60L,2D COUPE,4,4A
15543,DAIHATSU,CHARADE,1993,13392,1.0L,45L,3D HATCHBACK,5,5M
17483,NISSAN,PATROL,1993,56760,4.2L,95L,4D WAGON,7,5M4x4
15525,DAIHATSU,CHARADE,1993,13872,1.0L,37L,3D HATCHBACK,5,3A
17634,MAZDA,RX7,1993,80205,1.3L,76L,2D COUPE,2,5M
15185,EUNOS,30,1993,36975,1.8L,50L,2D COUPE,4,5M
16428,TOYOTA,COROLLA,1993,21730,1.6L,50L,4D SEDAN,5,4A
16423,TOYOTA,COROLLA,1993,23100,1.6L,50L,4D SEDAN,5,4A
16404,TOYOTA,COROLLA,1993,20370,1.6L,50L,5D HATCHBACK,5,3A
17734,FORD,TELSTAR,1993,37537,2.0L,60L,5D HATCHBACK,5,4A
17730,FORD,TELSTAR,1993,42060,2.5L,60L,5D HATCHBACK,5,4A
16966,MITSUBISHI,LANCER,1993,22767,1.8L,50L,2D COUPE,5,4A
16984,MITSUBISHI,LANCER,1993,33163,1.8L,50L,4D SEDAN,5,5M
16692,FORD,FAIRMONT,1993,32905,4.0L,68L,4D SEDAN,5,4A
16656,FORD,FAIRMONT,1993,42860,4.0L,68L,4D WAGON,5,4A
16762,FORD,FALCON,1993,27340,4.0L,72L,4D WAGON,5,4A
16663,FORD,FAIRMONT,1993,33722,4.0L,68L,4D SEDAN,5,4A
16728,FORD,FALCON,1993,26014,4.0L,68L,4D SEDAN,5,4A
17135,FORD,LASER,1993,20584,1.6L,55L,5D HATCHBACK,5,5M
17111,FORD,LASER,1993,27888,1.8L,55L,3D HATCHBACK,5,5M
17867,MITSUBISHI,VERADA,1993,32243,3.0L,64L,4D SEDAN,5,4A
17865,MITSUBISHI,VERADA,1993,41924,3.0L,64L,4D SEDAN,5,4A
15788,HOLDEN,BARINA,1993,15376,1.3L,46L,5D HATCHBACK,5,5M
16643,FORD,FAIRLANE,1993,46988,4.9L,68L,4D SEDAN,5,4A
17409,MITSUBISHI,PAJERO,1993,48498,3.0L,92L,4D WAGON,7,4A4x4
16106,FORD,CAPRI,1993,27987,1.6L,42L,2D CONVERTIBLE,4,5M
16067,TOYOTA,CAMRY,1993,25760,2.2L,70L,4D SEDAN,5,4A
16047,TOYOTA,CAMRY,1993,23930,2.0L,60L,4D WAGON,5,4A
17723,TOYOTA,TARAGO,1993,39915,2.4L,75L,3D WAGON,8,4A
17615,HOLDEN,RODEO,1993,16233,2.3L,75L,C/CHAS,3,5M
17609,HOLDEN,RODEO,1993,25423,2.6L,75L,SPACE CAB P/UP,2,4A
17209,MITSUBISHI,MAGNA,1993,25024,2.6L,64L,4D SEDAN,5,4A
17212,MITSUBISHI,MAGNA,1993,31790,2.6L,71L,4D WAGON,5,4A
16105,TOYOTA,CAMRY,1993,32630,3.0L,70L,4D SEDAN,5,4A
16318,HOLDEN,COMMODORE,1993,25676,3.8L,63L,4D SEDAN,5,4A
15802,HOLDEN,BERLINA,1993,33755,3.8L,63L,4D SEDAN,5,4A
15793,HOLDEN,BERLINA,1993,33337,3.8L,63L,4D SEDAN,5,4A
15640,HSV,CLUBSPORT,1993,45095,5.0L,80L,4D SEDAN,5,4A
15994,HOLDEN,CALAIS,1993,42374,3.8L,63L,4D SEDAN,5,4A
16359,HOLDEN,COMMODORE,1993,29386,3.8L,63L,4D SEDAN,5,4A
16323,HOLDEN,COMMODORE,1993,26547,5.0L,68L,UTILITY,3,5M
15034,MERCEDES-BENZ,E280,1993,112200,2.8L,70L,4D SEDAN,5,4A
16783,FORD,FESTIVA,1993,15785,1.3L,37L,5D HATCHBACK,5,3A
16789,FORD,FESTIVA,1993,13056,1.3L,38L,3D HATCHBACK,5,5M
14876,BMW,3,1994,46500,1.8L,65L,4D SEDAN,5,5M
15332,AUDI,80,1994,46990,2.6L,66L,4D SEDAN,5,4A
15109,VOLVO,4,1994,40950,2.0L,60L,4D HATCHBACK,5,4A
17574,TOYOTA,RAV4,1994,28900,2.0L,58L,3D HARDTOP,4,5M4x4
15102,VOLVO,8,1994,47950,2.4L,73L,4D SEDAN,5,4A
15090,VOLVO,8,1994,71950,2.3L,73L,4D SEDAN,5,4A
15251,MAZDA,323,1994,27530,1.8L,55L,5D HATCHBACK,5,4A
15250,MAZDA,323,1994,30085,1.8L,55L,5D HATCHBACK,5,5M
15716,SUZUKI,SWIFT,1994,13990,1.3L,40L,3D HATCHBACK,5,5M
15512,DAIHATSU,CHARADE,1994,18665,1.3L,50L,5D HATCHBACK,5,4A
16076,TOYOTA,CAMRY,1994,31190,2.2L,70L,4D WAGON,5,5M
15357,SAAB,9000,1994,79200,2.3L,66L,4D HATCHBACK,5,4A
15302,MAZDA,626,1994,31335,2.0L,60L,4D SEDAN,5,4A
15281,TOYOTA,4 RUNNER,1994,38730,2.8L,65L,4D WAGON,5,5M4x4
15549,DAIHATSU,CHARADE,1994,19250,1.5L,50L,4D SEDAN,5,5M
17492,NISSAN,PATROL,1994,47150,4.2L,95L,4D WAGON,7,5M4x4
15045,MERCEDES-BENZ,180,1994,47115,1.8L,55L,4D SEDAN,5,4A
15553,DAIHATSU,APPLAUSE,1994,22253,1.6L,50L,4D SEDAN,5,4A
15395,HONDA,ACCORD,1994,36300,2.2L,65L,4D SEDAN,5,4A
15497,HONDA,CIVIC,1994,24300,1.5L,45L,3D HATCHBACK,5,5M
16592,HYUNDAI,EXCEL,1994,18990,1.5L,45L,5D HATCHBACK,5,5M
17036,TOYOTA,LANDCRUISER,1994,53020,4.5L,145L,4D WAGON,8,4A4x4
15533,DAIHATSU,FEROZA,1994,21362,1.6L,60L,2D HARDTOP,2,5M4x4
15732,SUZUKI,VITARA,1994,27890,1.6L,42L,4D WAGON,5,5M4x4
16604,HYUNDAI,EXCEL,1994,18690,1.5L,45L,4D SEDAN,5,4A
16622,HYUNDAI,EXCEL,1994,18690,1.5L,45L,5D HATCHBACK,5,4A
15818,NISSAN,BLUEBIRD,1994,32630,2.4L,60L,4D SEDAN,5,4A
15908,SUBARU,LIBERTY,1994,30990,2.2L,60L,4D WAGON,5,4A
17533,NISSAN,PULSAR,1994,23300,1.6L,50L,5D HATCHBACK,5,4A
15262,MAZDA,323,1994,23900,1.6L,55L,4D SEDAN,5,5M
17559,NISSAN,PULSAR,1994,24490,1.6L,50L,5D HATCHBACK,5,4A
15283,TOYOTA,4 RUNNER,1994,41850,3.0L,65L,4D WAGON,5,4A4x4
15471,HONDA,PRELUDE,1994,36650,2.2L,60L,2D COUPE,4,5M
15348,SAAB,900,1994,45900,2.5L,68L,5D HATCHBACK,5,5M
16613,HYUNDAI,EXCEL,1994,15390,1.5L,45L,3D HATCHBACK,5,4A
17548,NISSAN,PULSAR,1994,29120,2.0L,50L,5D HATCHBACK,5,5M
16166,TOYOTA,CELICA,1994,33465,2.2L,60L,2D COUPE,4,5M
15523,DAIHATSU,FEROZA,1994,27856,1.6L,60L,2D HARDTOP,4,5M4x4
15123,NISSAN,200,1994,38500,2.0L,65L,2D COUPE,4,5M
14813,LAND ROVER,DISCOVERY,1994,50430,2.5L,88.5L,4D WAGON,5,4A4x4
15564,DAIHATSU,CHARADE,1994,14145,1.0L,45L,3D HATCHBACK,5,5M
17530,NISSAN,PULSAR,1994,25950,1.6L,50L,5D HATCHBACK,5,4A
15537,DAIHATSU,CHARADE,1994,16197,1.3L,37L,3D HATCHBACK,5,5M
14972,VOLKSWAGEN,GOLF,1994,46490,2.8L,55L,5D HATCHBACK,5,4A
15453,HONDA,ACCORD,1994,38500,2.2L,65L,4D SEDAN,5,5M
15468,HONDA,PRELUDE,1994,49950,2.2L,60L,2D COUPE,4,5M
15914,SUBARU,IMPREZA,1994,39990,2.0L,60L,5D HATCHBACK,5,5M
15187,EUNOS,30,1994,41590,1.8L,50L,2D COUPE,4,5M
16180,TOYOTA,CELICA,1994,44800,2.2L,60L,2D LIFTBACK,4,4A
17241,NISSAN,MAXIMA,1994,41105,3.0L,70L,4D SEDAN,5,4A
16416,TOYOTA,COROLLA,1994,23890,1.6L,50L,5D HATCHBACK,5,4A
16433,TOYOTA,COROLLA,1994,23670,1.6L,50L,5D LIFTBACK,5,5M
17732,FORD,TELSTAR,1994,42060,2.5L,60L,5D HATCHBACK,5,4A
17741,FORD,TELSTAR,1994,42830,2.5L,60L,5D HATCHBACK,5,4A
17005,MITSUBISHI,LANCER,1994,25925,1.8L,50L,4D WAGON,5,4A
16963,MITSUBISHI,LANCER,1994,17559,1.5L,50L,2D COUPE,4,5M
16983,MITSUBISHI,LANCER,1994,23686,1.8L,50L,2D COUPE,5,4A
16962,MITSUBISHI,LANCER,1994,34775,1.8L,50L,4D SEDAN,5,5M
15131,PEUGEOT,405,1994,34595,1.9L,70L,4D SEDAN,5,5M
17159,FORD,LTD,1994,62423,4.9L,68L,4D SEDAN,5,4A
16674,FORD,FAIRMONT,1994,34916,4.0L,68L,4D SEDAN,5,4A
16766,FORD,FALCON,1994,28865,4.0L,68L,4D SEDAN,5,4A
16747,FORD,FALCON,1994,26935,4.0L,68L,4D SEDAN,5,4A
